src_entity_id,dst_entity_id,yyyymm,amount,category
69,75,2024-03,5001.77,utilities
69,75,2024-04,3935.08,utilities
69,75,2024-05,3893.88,retail_pos
69,75,2024-06,2882.82,retail_pos
69,75,2024-07,3854.54,logistics
69,75,2024-08,4831.03,retail_pos
69,75,2024-09,5155.94,raw_materials
69,75,2024-10,6479.59,logistics
69,75,2024-12,7336.35,raw_materials
69,75,2025-01,5957.46,retail_pos
69,75,2025-02,6410.36,utilities
69,75,2025-03,6901.07,retail_pos
69,75,2025-04,4573.36,utilities
69,75,2025-05,3730.58,services
69,75,2025-06,2731.65,raw_materials
70,149,2024-02,10939.59,retail_pos
70,149,2024-03,16445.18,services
70,149,2024-04,17095.27,services
70,149,2024-05,21207.67,services
70,149,2024-06,8966.57,logistics
70,149,2024-07,15018.25,services
70,149,2024-08,14675.86,raw_materials
70,149,2024-10,19689.37,retail_pos
70,149,2024-11,12269.43,retail_pos
149,70,2024-11,2453.89,services
70,149,2025-02,12433.51,services
70,149,2025-03,14615.18,logistics
70,149,2025-04,16204.66,retail_pos
70,149,2025-05,19925.29,retail_pos
149,70,2025-05,3985.06,services
70,149,2025-06,23969.34,services
70,58,2024-01,20730.66,logistics
70,58,2024-02,16015.22,logistics
70,58,2024-03,17860.99,retail_pos
58,70,2024-03,3572.2,services
70,58,2024-06,19200.12,logistics
70,58,2024-07,11435.39,services
70,58,2024-08,13893.99,utilities
70,58,2024-09,9258.76,raw_materials
70,58,2024-10,11971.62,services
70,58,2024-11,11110.69,utilities
70,58,2025-01,11815.39,utilities
70,58,2025-02,20766.41,retail_pos
70,58,2025-03,24328.03,services
70,58,2025-04,15513.18,raw_materials
70,58,2025-05,14041.51,raw_materials
70,58,2025-06,17499.52,retail_pos
71,68,2024-02,20147.12,raw_materials
71,68,2024-03,19954.64,services
71,68,2024-05,29760.61,services
71,68,2024-06,20447.27,utilities
71,68,2024-09,30350.66,utilities
68,71,2024-09,6070.13,services
71,68,2024-10,23739.65,logistics
71,68,2024-11,35354.21,services
71,68,2024-12,19875.58,raw_materials
71,68,2025-01,17894.74,services
71,68,2025-02,9604.49,raw_materials
71,68,2025-03,19007.57,raw_materials
71,68,2025-05,25255.28,retail_pos
71,11,2024-02,6614.35,raw_materials
71,11,2024-03,10604.27,raw_materials
71,11,2024-06,13258.47,services
71,11,2024-08,13196.54,raw_materials
71,11,2024-09,16297.54,raw_materials
71,11,2024-11,19111.35,services
71,11,2024-12,11962.65,services
71,11,2025-01,10790.22,retail_pos
11,71,2025-01,2158.04,services
71,11,2025-02,9963.59,services
11,71,2025-02,1992.72,services
71,11,2025-04,8126.6,services
71,11,2025-05,9423.67,services
71,11,2025-06,15416.03,retail_pos
71,2,2024-02,19269.75,services
71,2,2024-03,19298.58,utilities
71,2,2024-05,41636.65,utilities
71,2,2024-06,28159.95,utilities
71,2,2024-07,38471.5,services
71,2,2024-08,30874.06,raw_materials
71,2,2024-09,48917.03,logistics
71,2,2024-10,29323.95,retail_pos
71,2,2024-11,32392.83,services
71,2,2024-12,25686.69,retail_pos
71,2,2025-01,25718.4,retail_pos
71,2,2025-02,14953.9,raw_materials
71,2,2025-03,26260.11,utilities
71,2,2025-04,20837.32,retail_pos
2,71,2025-04,4167.46,services
71,2,2025-05,33431.27,utilities
2,71,2025-05,6686.25,services
71,131,2024-01,2670.03,services
71,131,2024-02,3451.37,utilities
71,131,2024-04,3988.55,retail_pos
71,131,2024-05,3938.25,services
71,131,2024-06,3799.9,raw_materials
71,131,2024-07,7517.65,logistics
71,131,2024-08,5068.21,utilities
71,131,2024-10,5403.72,utilities
71,131,2024-12,5765.9,services
71,131,2025-01,3142.87,retail_pos
71,131,2025-04,5275.9,services
131,71,2025-04,1055.18,services
71,131,2025-05,4802.08,services
71,131,2025-06,5435.24,services
131,71,2025-06,1087.05,services
72,105,2024-03,8626.92,retail_pos
105,72,2024-03,1725.38,services
72,105,2024-05,10722.74,logistics
72,105,2024-06,14523.72,logistics
72,105,2024-07,17618.77,logistics
72,105,2024-09,19113.95,utilities
72,105,2024-10,22429.75,retail_pos
72,105,2024-11,23768.74,retail_pos
72,105,2024-12,13021.31,retail_pos
72,105,2025-01,10490.09,retail_pos
72,105,2025-02,7036.66,logistics
72,105,2025-03,12947.17,raw_materials
72,105,2025-06,13533.92,utilities
72,209,2024-01,19033.74,services
72,209,2024-02,7871.82,logistics
209,72,2024-02,1574.36,services
72,209,2024-04,8502.25,raw_materials
72,209,2024-06,8387.82,retail_pos
209,72,2024-06,1677.56,services
72,209,2024-07,19098.67,services
72,209,2024-08,10921.32,utilities
72,209,2024-09,21020.9,raw_materials
72,209,2024-11,14684.48,utilities
72,209,2024-12,10624.96,raw_materials
72,209,2025-01,10462.65,raw_materials
72,209,2025-02,5521.96,logistics
72,209,2025-03,12947.94,raw_materials
72,209,2025-04,11593.39,retail_pos
72,209,2025-05,9185.17,services
72,209,2025-06,11809.91,retail_pos
72,167,2024-01,32495.62,utilities
167,72,2024-01,6499.12,services
72,167,2024-02,26588.06,logistics
72,167,2024-04,20218.02,logistics
72,167,2024-05,16605.47,services
72,167,2024-07,38424.62,raw_materials
72,167,2024-09,38684.38,utilities
72,167,2024-10,31398.48,services
72,167,2024-11,24695.66,raw_materials
72,167,2024-12,35979.86,retail_pos
72,167,2025-01,20288.58,services
72,167,2025-02,15761.32,raw_materials
72,167,2025-05,16798.35,retail_pos
74,72,2024-01,15223.73,raw_materials
74,72,2024-02,9923.09,logistics
74,72,2024-03,11571.53,raw_materials
74,72,2024-04,5779.89,services
74,72,2024-06,6183.55,services
74,72,2024-07,3904.15,retail_pos
74,72,2024-08,4547.18,services
74,72,2024-09,8015.82,raw_materials
74,72,2024-10,8214.92,utilities
74,72,2024-11,9141.49,logistics
74,72,2024-12,8336.53,raw_materials
74,72,2025-01,16158.34,utilities
74,72,2025-02,8486.84,retail_pos
74,72,2025-03,14036.19,utilities
74,72,2025-06,7070.72,logistics
74,215,2024-01,11862.36,utilities
74,215,2024-02,18222.07,services
74,215,2024-05,23706.46,retail_pos
74,215,2024-07,12844.83,utilities
215,74,2024-07,2568.97,services
74,215,2024-09,15858.49,logistics
74,215,2024-10,11345.13,raw_materials
74,215,2024-11,16915.28,utilities
74,215,2024-12,8230.24,retail_pos
74,215,2025-01,16722.1,services
74,215,2025-02,13570.61,services
74,215,2025-03,14342.83,logistics
74,215,2025-04,20179.36,utilities
74,152,2024-02,8850.07,logistics
74,152,2024-03,10239.79,logistics
74,152,2024-04,8268.38,utilities
74,152,2024-05,8222.67,retail_pos
74,152,2024-06,4814.64,logistics
74,152,2024-09,5669.31,services
74,152,2024-10,2720.38,services
74,152,2024-11,6826.31,retail_pos
74,152,2024-12,5963.06,retail_pos
74,152,2025-02,4350.82,retail_pos
74,152,2025-03,5717.72,retail_pos
152,74,2025-03,1143.54,services
74,152,2025-04,7072.59,retail_pos
74,152,2025-05,3882.99,services
74,152,2025-06,6352.55,logistics
75,35,2024-01,8287.45,logistics
75,35,2024-02,9289.71,services
75,35,2024-03,11144.79,services
75,35,2024-04,8898.67,utilities
75,35,2024-05,7766.43,retail_pos
75,35,2024-06,10158.67,utilities
75,35,2024-07,7250.06,services
75,35,2024-09,8634.41,retail_pos
75,35,2024-10,7884.81,utilities
75,35,2024-11,8552.69,raw_materials
75,35,2024-12,4410.71,utilities
75,35,2025-02,8695.0,logistics
75,35,2025-03,6478.26,raw_materials
75,35,2025-04,14749.12,retail_pos
75,35,2025-05,13589.72,retail_pos
75,35,2025-06,11916.81,services
76,1,2024-01,14190.52,raw_materials
76,1,2024-04,11415.98,utilities
76,1,2024-05,10799.17,logistics
76,1,2024-06,11507.28,raw_materials
76,1,2024-07,8162.9,utilities
76,1,2024-08,6471.95,utilities
76,1,2024-09,7883.55,logistics
76,1,2024-10,7398.89,retail_pos
76,1,2024-11,6340.29,logistics
76,1,2024-12,13662.32,raw_materials
76,1,2025-01,18009.29,retail_pos
76,1,2025-03,12488.03,services
76,1,2025-06,7835.23,utilities
77,127,2024-01,14528.02,retail_pos
77,127,2024-03,24133.93,retail_pos
77,127,2024-04,20494.65,raw_materials
77,127,2024-05,16993.5,logistics
77,127,2024-06,20808.96,utilities
77,127,2024-07,19323.38,retail_pos
77,127,2024-08,14510.98,logistics
77,127,2024-09,14675.56,utilities
77,127,2024-11,14605.08,logistics
77,127,2024-12,18532.2,raw_materials
77,127,2025-02,16496.83,logistics
77,127,2025-03,29340.05,utilities
77,127,2025-04,23846.32,raw_materials
77,127,2025-05,30467.42,utilities
77,127,2025-06,30537.99,services
77,45,2024-01,4996.9,utilities
77,45,2024-04,3931.71,logistics
77,45,2024-06,2412.72,services
77,45,2024-08,4674.28,utilities
77,45,2024-10,4901.88,logistics
77,45,2024-12,4150.96,services
77,45,2025-02,3368.14,logistics
77,45,2025-03,2575.02,retail_pos
77,45,2025-04,2274.76,services
77,45,2025-05,3519.51,services
77,45,2025-06,3683.32,retail_pos
77,67,2024-01,8330.8,logistics
67,77,2024-01,1666.16,services
77,67,2024-03,8394.39,utilities
77,67,2024-04,6952.98,services
77,67,2024-06,10495.4,services
77,67,2024-07,10432.33,utilities
77,67,2024-08,7416.77,raw_materials
77,67,2024-09,9648.19,retail_pos
77,67,2024-10,12583.7,logistics
77,67,2024-11,9970.4,logistics
77,67,2024-12,10174.44,retail_pos
77,67,2025-02,6935.29,logistics
77,67,2025-03,5089.42,services
77,67,2025-05,7320.22,retail_pos
77,67,2025-06,11571.65,retail_pos
77,207,2024-01,19364.38,logistics
77,207,2024-02,19435.31,services
77,207,2024-03,15305.76,raw_materials
77,207,2024-04,22241.55,services
77,207,2024-05,15364.32,retail_pos
77,207,2024-06,18379.94,logistics
77,207,2024-07,19670.32,retail_pos
77,207,2024-08,34761.66,raw_materials
77,207,2024-10,29893.48,services
207,77,2024-10,5978.7,services
77,207,2024-11,24714.43,raw_materials
77,207,2024-12,22838.76,raw_materials
77,207,2025-01,22400.39,utilities
77,207,2025-02,9555.97,services
77,207,2025-03,18272.98,services
77,207,2025-04,8198.27,utilities
77,207,2025-05,14416.94,services
77,207,2025-06,23662.97,raw_materials
78,113,2024-01,13187.64,logistics
78,113,2024-02,14648.7,utilities
113,78,2024-02,2929.74,services
78,113,2024-04,23870.95,utilities
78,113,2024-05,11797.95,retail_pos
78,113,2024-06,9766.21,retail_pos
78,113,2024-08,12553.63,services
78,113,2024-10,12480.95,utilities
78,113,2024-11,22953.98,services
78,113,2024-12,15733.75,raw_materials
113,78,2024-12,3146.75,services
78,113,2025-01,20320.03,retail_pos
78,113,2025-02,18057.48,retail_pos
78,113,2025-06,14961.88,logistics
78,169,2024-01,17218.4,logistics
78,169,2024-02,8957.04,utilities
78,169,2024-03,9146.87,services
78,169,2024-04,9783.1,retail_pos
78,169,2024-05,7372.56,utilities
78,169,2024-07,17918.31,services
78,169,2024-08,20617.54,raw_materials
78,169,2024-09,31191.27,utilities
78,169,2024-10,17849.27,retail_pos
78,169,2024-11,16019.39,services
78,169,2024-12,17355.89,logistics
78,169,2025-01,15090.13,utilities
78,169,2025-03,10169.23,logistics
78,169,2025-04,8823.88,retail_pos
78,169,2025-05,11481.47,raw_materials
78,169,2025-06,15935.53,utilities
78,103,2024-01,37225.27,retail_pos
78,103,2024-02,25496.21,services
78,103,2024-03,21917.84,logistics
78,103,2024-04,15396.74,raw_materials
78,103,2024-05,23670.17,utilities
78,103,2024-07,11594.82,logistics
78,103,2024-08,26889.83,logistics
78,103,2024-09,47757.49,logistics
78,103,2024-10,60075.82,raw_materials
78,103,2024-11,33803.01,services
78,103,2024-12,26490.9,services
78,103,2025-01,27710.55,utilities
78,103,2025-03,21074.49,utilities
78,103,2025-05,16538.05,raw_materials
78,103,2025-06,14446.88,retail_pos
79,175,2024-01,27182.07,utilities
79,175,2024-02,22414.56,utilities
79,175,2024-03,14549.05,retail_pos
79,175,2024-04,22442.18,services
79,175,2024-05,29283.31,retail_pos
79,175,2024-07,18961.37,retail_pos
79,175,2024-08,33239.86,retail_pos
79,175,2024-09,24916.61,services
79,175,2024-10,11612.76,raw_materials
175,79,2024-10,2322.55,services
79,175,2024-11,20152.53,services
79,175,2024-12,15799.28,raw_materials
79,175,2025-01,10074.07,services
79,175,2025-02,14803.63,raw_materials
79,175,2025-03,33316.01,logistics
79,175,2025-04,24847.07,retail_pos
79,175,2025-06,30523.34,raw_materials
79,186,2024-01,15382.05,raw_materials
79,186,2024-02,28045.45,services
79,186,2024-03,41413.78,logistics
79,186,2024-04,23777.0,logistics
79,186,2024-05,28633.1,logistics
79,186,2024-07,15907.52,services
79,186,2024-10,15173.28,utilities
186,79,2024-10,3034.66,services
79,186,2024-12,15823.53,raw_materials
79,186,2025-01,24319.19,utilities
79,186,2025-02,31797.17,services
79,186,2025-04,20745.43,raw_materials
79,186,2025-05,29258.85,utilities
79,186,2025-06,26376.32,raw_materials
80,44,2024-01,7781.88,raw_materials
80,44,2024-02,8093.16,retail_pos
80,44,2024-04,16181.5,logistics
80,44,2024-05,7906.84,raw_materials
80,44,2024-06,8099.97,utilities
80,44,2024-09,8531.43,utilities
80,44,2024-10,8557.73,raw_materials
80,44,2024-11,9600.26,raw_materials
80,44,2024-12,5087.33,retail_pos
80,44,2025-01,8672.29,services
80,44,2025-02,6941.71,services
80,44,2025-03,8183.89,retail_pos
80,44,2025-04,8765.94,retail_pos
80,44,2025-05,9917.6,services
80,34,2024-01,4076.59,logistics
80,34,2024-02,2741.23,utilities
80,34,2024-03,3144.83,services
80,34,2024-04,5405.88,logistics
80,34,2024-05,5554.74,retail_pos
80,34,2024-06,7261.23,raw_materials
80,34,2024-07,7187.19,utilities
80,34,2024-08,4595.94,raw_materials
80,34,2024-09,4812.18,retail_pos
80,34,2024-10,4970.43,raw_materials
80,34,2024-11,5295.56,logistics
80,34,2024-12,2598.36,retail_pos
80,34,2025-01,2646.55,logistics
80,34,2025-02,3375.4,raw_materials
80,34,2025-03,3325.17,utilities
80,34,2025-04,4463.63,utilities
80,34,2025-05,4538.29,services
80,35,2024-01,8229.23,services
80,35,2024-02,14117.43,services
80,35,2024-03,14314.87,utilities
80,35,2024-05,24220.8,raw_materials
80,35,2024-06,11690.41,retail_pos
80,35,2024-07,30847.83,services
80,35,2024-08,14428.52,retail_pos
80,35,2024-09,16800.89,utilities
80,35,2024-10,8125.99,raw_materials
80,35,2024-11,11582.58,raw_materials
80,35,2024-12,9450.16,retail_pos
80,35,2025-01,10319.14,retail_pos
80,35,2025-02,15823.2,raw_materials
80,35,2025-03,21422.16,logistics
80,35,2025-04,18110.47,raw_materials
80,35,2025-05,14540.28,utilities
80,35,2025-06,16078.35,logistics
80,53,2024-01,14733.39,utilities
53,80,2024-01,2946.68,services
80,53,2024-02,16099.1,raw_materials
80,53,2024-03,16892.36,raw_materials
80,53,2024-04,13638.9,raw_materials
80,53,2024-07,10477.72,services
80,53,2024-09,18922.09,retail_pos
80,53,2024-11,27920.44,utilities
80,53,2025-01,29204.12,retail_pos
80,53,2025-02,20574.95,retail_pos
80,53,2025-03,18056.5,retail_pos
80,53,2025-04,10577.54,logistics
80,53,2025-05,18228.37,utilities
80,53,2025-06,13257.2,retail_pos
53,80,2025-06,2651.44,services
81,5,2024-02,11165.77,retail_pos
81,5,2024-03,8168.0,raw_materials
81,5,2024-04,16318.1,logistics
81,5,2024-06,6126.42,retail_pos
81,5,2024-07,11313.33,logistics
81,5,2024-08,5595.13,retail_pos
81,5,2024-09,5357.32,raw_materials
81,5,2024-10,9278.0,logistics
81,5,2024-11,5582.5,logistics
81,5,2024-12,5895.92,utilities
81,5,2025-01,18458.45,utilities
81,5,2025-02,9115.22,raw_materials
81,5,2025-03,7693.98,logistics
5,81,2025-03,1538.8,services
81,5,2025-04,10542.11,logistics
81,5,2025-06,10614.71,services
81,93,2024-01,16030.36,retail_pos
81,93,2024-02,17302.22,logistics
81,93,2024-03,15007.98,raw_materials
81,93,2024-05,15246.88,retail_pos
81,93,2024-06,11770.67,raw_materials
81,93,2024-07,14116.86,logistics
81,93,2024-08,16187.34,logistics
81,93,2024-09,20869.69,utilities
81,93,2024-10,21155.76,logistics
81,93,2024-11,11381.98,logistics
81,93,2024-12,28603.32,services
81,93,2025-02,19484.26,raw_materials
81,93,2025-03,13951.5,utilities
81,93,2025-04,13058.15,raw_materials
81,93,2025-05,10420.73,utilities
81,93,2025-06,11674.07,raw_materials
81,88,2024-01,30287.56,utilities
81,88,2024-02,30106.21,services
88,81,2024-02,6021.24,services
81,88,2024-04,39091.97,utilities
81,88,2024-05,33350.12,services
81,88,2024-07,16633.67,raw_materials
81,88,2024-08,16969.75,raw_materials
81,88,2024-09,16757.71,services
81,88,2024-10,27853.22,utilities
81,88,2024-11,15427.06,utilities
81,88,2024-12,23603.09,utilities
81,88,2025-01,24681.6,logistics
81,88,2025-02,43238.04,retail_pos
81,88,2025-04,35350.8,logistics
81,88,2025-05,28990.17,utilities
81,88,2025-06,31177.49,retail_pos
82,141,2024-01,7418.5,raw_materials
82,141,2024-02,8789.94,services
82,141,2024-04,14154.73,services
82,141,2024-05,10560.3,retail_pos
82,141,2024-06,10352.96,utilities
82,141,2024-07,5393.6,services
82,141,2024-08,4485.29,utilities
82,141,2024-09,4976.84,services
82,141,2024-10,6931.28,retail_pos
82,141,2024-11,4735.26,services
82,141,2024-12,7108.28,services
82,141,2025-02,8215.6,utilities
82,141,2025-03,11556.0,logistics
82,141,2025-04,9421.22,logistics
82,141,2025-05,10924.74,raw_materials
82,141,2025-06,14100.91,services
82,219,2024-02,5361.02,services
82,219,2024-04,7929.72,services
82,219,2024-05,8507.25,logistics
82,219,2024-06,7850.92,logistics
82,219,2024-07,8471.22,raw_materials
82,219,2024-08,8723.96,logistics
82,219,2024-09,8429.12,services
82,219,2024-10,4178.71,services
82,219,2024-11,5028.84,services
82,219,2025-01,6616.2,retail_pos
82,219,2025-03,6390.24,raw_materials
82,219,2025-04,12524.51,utilities
82,219,2025-05,17933.32,utilities
82,219,2025-06,10355.7,retail_pos
82,214,2024-01,7184.3,services
214,82,2024-01,1436.86,services
82,214,2024-02,10691.24,raw_materials
82,214,2024-03,15023.82,raw_materials
82,214,2024-04,13042.09,services
82,214,2024-06,4683.33,logistics
82,214,2024-07,10946.19,raw_materials
82,214,2024-08,11885.39,utilities
82,214,2024-09,7434.91,retail_pos
82,214,2024-10,8142.08,logistics
82,214,2024-11,6500.38,retail_pos
82,214,2024-12,15956.14,utilities
82,214,2025-01,9752.02,utilities
82,214,2025-02,13088.38,utilities
82,214,2025-03,10670.72,logistics
82,214,2025-04,9553.12,utilities
82,214,2025-05,5725.06,utilities
82,214,2025-06,4135.65,raw_materials
83,205,2024-01,10753.92,services
83,205,2024-02,18411.87,logistics
83,205,2024-04,22433.57,retail_pos
83,205,2024-05,22551.2,services
83,205,2024-06,22027.3,raw_materials
83,205,2024-07,16684.1,logistics
83,205,2024-10,12383.1,retail_pos
83,205,2024-11,10860.28,services
83,205,2024-12,15598.91,utilities
83,205,2025-01,21415.36,services
83,205,2025-02,18852.37,retail_pos
83,205,2025-05,28340.69,services
83,205,2025-06,22516.85,raw_materials
84,93,2024-01,22632.89,raw_materials
84,93,2024-03,36234.45,services
84,93,2024-04,23005.6,logistics
84,93,2024-05,46091.65,utilities
84,93,2024-07,26209.13,utilities
84,93,2024-08,27532.5,services
84,93,2024-09,13100.8,retail_pos
84,93,2024-11,13270.48,services
93,84,2024-11,2654.1,services
84,93,2025-01,22606.86,logistics
84,93,2025-02,24193.82,services
84,93,2025-03,22694.76,utilities
84,93,2025-04,45074.14,utilities
84,93,2025-06,28081.56,logistics
84,78,2024-01,7005.6,services
84,78,2024-02,6365.51,retail_pos
84,78,2024-03,7440.66,utilities
84,78,2024-04,9076.62,retail_pos
84,78,2024-05,9002.49,services
84,78,2024-06,9947.34,services
84,78,2024-07,10166.18,logistics
84,78,2024-08,12182.28,raw_materials
84,78,2024-09,9525.54,services
84,78,2024-12,8363.12,retail_pos
84,78,2025-01,10050.99,raw_materials
84,78,2025-02,6986.44,services
84,78,2025-03,10418.0,utilities
84,78,2025-04,4756.53,services
84,78,2025-05,8849.41,retail_pos
78,84,2025-05,1769.88,services
84,78,2025-06,9744.09,raw_materials
84,128,2024-01,12232.74,raw_materials
84,128,2024-02,12165.21,retail_pos
84,128,2024-03,31318.15,raw_materials
128,84,2024-03,6263.63,services
84,128,2024-04,14514.56,raw_materials
84,128,2024-05,12939.05,logistics
84,128,2024-07,15543.48,logistics
84,128,2024-08,14998.38,logistics
84,128,2024-09,12817.29,raw_materials
84,128,2024-10,9016.57,utilities
84,128,2024-12,10507.77,logistics
84,128,2025-02,16896.29,utilities
84,128,2025-03,22847.21,utilities
128,84,2025-03,4569.44,services
84,128,2025-04,11377.6,raw_materials
84,128,2025-05,21209.9,retail_pos
84,128,2025-06,18547.05,logistics
84,182,2024-01,17267.94,services
84,182,2024-02,10616.52,services
84,182,2024-03,13951.63,utilities
84,182,2024-04,10929.65,raw_materials
84,182,2024-06,7168.24,retail_pos
84,182,2024-07,4732.93,services
84,182,2024-09,8897.89,logistics
84,182,2024-10,12182.64,logistics
84,182,2024-12,10360.81,logistics
84,182,2025-01,17662.78,services
84,182,2025-02,16073.87,retail_pos
84,182,2025-05,8801.16,logistics
84,182,2025-06,12524.47,services
85,44,2024-01,12877.95,utilities
85,44,2024-02,13546.13,raw_materials
85,44,2024-03,6411.61,retail_pos
85,44,2024-04,13215.9,utilities
85,44,2024-06,11619.08,services
85,44,2024-07,5911.28,services
85,44,2024-08,8283.15,retail_pos
85,44,2024-09,10228.69,logistics
85,44,2024-10,4949.52,retail_pos
85,44,2024-11,5003.64,services
85,44,2025-01,10107.1,raw_materials
85,44,2025-02,8324.25,raw_materials
85,44,2025-04,14421.25,services
44,85,2025-04,2884.25,services
85,44,2025-06,15989.08,utilities
86,72,2024-02,3244.1,raw_materials
72,86,2024-02,648.82,services
86,72,2024-03,4033.02,services
86,72,2024-05,7860.68,logistics
86,72,2024-08,9957.78,services
86,72,2024-09,6449.6,raw_materials
86,72,2024-10,9433.13,retail_pos
86,72,2024-11,4575.39,retail_pos
86,72,2024-12,4450.13,utilities
86,72,2025-01,2606.94,retail_pos
86,72,2025-03,3782.45,retail_pos
86,72,2025-05,3856.93,services
86,72,2025-06,5892.56,services
86,167,2024-01,6857.76,services
86,167,2024-02,9551.11,logistics
86,167,2024-03,5543.47,logistics
86,167,2024-04,5109.65,logistics
86,167,2024-06,9674.61,raw_materials
86,167,2024-07,11377.4,utilities
86,167,2024-08,7405.73,logistics
86,167,2024-11,5759.01,services
86,167,2024-12,7602.74,retail_pos
86,167,2025-03,5675.37,logistics
86,167,2025-04,6178.65,services
86,167,2025-05,6648.99,logistics
86,167,2025-06,9780.55,retail_pos
86,145,2024-01,8038.62,raw_materials
86,145,2024-02,6537.03,retail_pos
86,145,2024-03,12884.44,retail_pos
86,145,2024-04,6532.29,logistics
86,145,2024-05,19890.96,raw_materials
86,145,2024-06,21826.54,services
86,145,2024-08,11074.3,utilities
86,145,2024-09,16797.52,logistics
86,145,2024-10,13448.94,retail_pos
86,145,2025-01,5936.38,services
145,86,2025-01,1187.28,services
86,145,2025-03,13173.57,utilities
86,145,2025-04,14239.47,raw_materials
86,145,2025-05,15856.64,retail_pos
86,145,2025-06,21319.04,retail_pos
86,17,2024-01,13314.13,logistics
86,17,2024-02,17330.16,raw_materials
86,17,2024-03,16278.28,retail_pos
86,17,2024-04,18012.32,utilities
86,17,2024-05,29908.56,retail_pos
86,17,2024-06,19995.68,retail_pos
86,17,2024-07,40311.56,services
86,17,2024-08,37267.81,services
86,17,2024-09,24242.97,utilities
17,86,2024-09,4848.59,services
86,17,2024-10,18911.93,raw_materials
86,17,2025-01,19111.73,utilities
86,17,2025-02,10481.68,logistics
86,17,2025-03,19422.83,logistics
17,86,2025-03,3884.57,services
86,17,2025-04,18828.15,raw_materials
86,17,2025-05,27960.61,services
86,17,2025-06,37499.18,raw_materials
88,207,2024-01,16001.11,retail_pos
207,88,2024-01,3200.22,services
88,207,2024-03,20185.49,logistics
88,207,2024-04,13610.46,utilities
88,207,2024-05,12727.48,services
88,207,2024-06,11853.61,utilities
88,207,2024-07,18050.43,logistics
88,207,2024-08,15905.16,retail_pos
88,207,2024-09,12463.35,logistics
88,207,2024-10,10474.6,services
88,207,2024-11,13500.07,retail_pos
88,207,2024-12,10641.37,logistics
88,207,2025-01,10109.67,retail_pos
88,207,2025-02,12886.97,utilities
88,207,2025-03,13143.74,logistics
88,207,2025-05,14643.72,raw_materials
88,207,2025-06,22145.14,logistics
88,67,2024-01,11554.71,logistics
88,67,2024-02,5169.6,logistics
88,67,2024-03,6846.37,logistics
88,67,2024-04,6818.93,retail_pos
88,67,2024-06,2869.0,raw_materials
88,67,2024-08,4611.75,retail_pos
88,67,2024-10,6352.94,retail_pos
88,67,2024-12,10251.24,retail_pos
88,67,2025-01,6558.1,utilities
88,67,2025-02,7395.84,raw_materials
88,67,2025-03,8983.6,logistics
88,67,2025-04,6358.99,logistics
88,67,2025-05,6690.48,utilities
88,67,2025-06,10459.12,logistics
89,22,2024-01,5612.54,logistics
89,22,2024-03,3712.37,services
89,22,2024-04,2116.83,logistics
89,22,2024-06,2530.0,logistics
89,22,2024-07,3573.99,utilities
89,22,2024-08,2512.6,logistics
89,22,2024-10,5542.38,utilities
89,22,2025-01,6040.99,utilities
89,22,2025-02,4034.48,utilities
89,22,2025-04,4431.55,retail_pos
89,22,2025-05,3821.14,raw_materials
89,142,2024-01,15493.48,logistics
89,142,2024-03,13531.37,raw_materials
89,142,2024-04,16506.46,services
89,142,2024-05,13802.46,utilities
89,142,2024-06,15996.84,logistics
89,142,2024-07,18816.79,retail_pos
89,142,2024-08,21775.31,retail_pos
89,142,2024-09,30164.43,services
89,142,2024-10,36206.49,utilities
89,142,2024-11,29410.2,retail_pos
89,142,2025-01,23172.41,raw_materials
89,142,2025-02,21526.08,retail_pos
89,142,2025-04,10237.68,utilities
89,142,2025-05,13426.08,services
89,142,2025-06,19089.84,services
89,214,2024-01,25900.99,services
89,214,2024-03,15468.63,utilities
89,214,2024-04,14043.21,retail_pos
89,214,2024-06,11967.84,retail_pos
89,214,2024-07,12495.46,services
89,214,2024-09,18709.05,services
89,214,2024-11,20339.26,logistics
89,214,2025-01,19786.4,utilities
89,214,2025-02,30229.46,logistics
89,214,2025-03,22352.09,services
89,214,2025-04,30626.68,services
89,214,2025-05,10852.79,raw_materials
89,214,2025-06,9994.57,retail_pos
90,10,2024-01,17986.65,logistics
90,10,2024-02,28092.6,raw_materials
90,10,2024-03,34919.08,utilities
90,10,2024-04,25226.12,utilities
90,10,2024-05,25992.92,logistics
90,10,2024-07,19021.72,services
90,10,2024-09,15074.71,logistics
90,10,2024-10,13185.34,logistics
90,10,2024-11,21799.94,retail_pos
90,10,2024-12,19920.58,utilities
90,10,2025-01,27983.21,services
90,10,2025-02,19762.49,utilities
90,10,2025-05,28642.27,raw_materials
90,10,2025-06,35888.75,logistics
90,103,2024-02,12263.83,raw_materials
90,103,2024-03,8655.8,utilities
90,103,2024-04,8667.25,utilities
90,103,2024-05,6750.67,retail_pos
90,103,2024-07,5055.79,services
90,103,2024-08,4439.72,raw_materials
90,103,2024-10,5641.89,utilities
90,103,2024-11,6742.2,utilities
90,103,2024-12,13787.37,raw_materials
90,103,2025-01,13638.21,logistics
90,103,2025-03,6756.07,services
90,103,2025-04,8355.47,retail_pos
90,103,2025-05,6835.51,raw_materials
90,103,2025-06,6922.43,raw_materials
90,173,2024-01,26942.15,raw_materials
90,173,2024-02,16455.26,utilities
90,173,2024-03,16228.96,raw_materials
90,173,2024-04,24684.32,retail_pos
90,173,2024-05,14946.24,utilities
